GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
Parksville,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,50,0.052083333
Parksville,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.01242236
Parksville,"$100,000 and over",Spending 30% or more of income on shelter costs,45,0.014084507
Port Alberni,"Under $10,000",Spending 30% or more of income on shelter costs,305,0.884057971
Port Alberni,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,890,0.73553719
Port Alberni,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,605,0.526086957
Port Alberni,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,325,0.266393443
Port Alberni,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,180,0.144578313
Port Alberni,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,105,0.108247423
Port Alberni,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,60,0.072289157
Port Alberni,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,55,0.06626506
Port Alberni,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.031007752
Port Alberni,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Port Alberni,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.010660981
Courtenay,"Under $10,000",Spending 30% or more of income on shelter costs,475,0.904761905
Courtenay,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1335,0.737569061
Courtenay,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1265,0.551198257
Courtenay,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,980,0.385068762
Courtenay,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,555,0.242358079
Courtenay,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,390,0.175675676
Courtenay,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,215,0.105392157
Courtenay,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,105,0.053984576
Courtenay,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,85,0.053797468
Courtenay,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,40,0.032520325
Courtenay,"$100,000 and over",Spending 30% or more of income on shelter costs,70,0.011754828
Campbell River,"Under $10,000",Spending 30% or more of income on shelter costs,290,0.773333333
Campbell River,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,905,0.790393013
Campbell River,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,820,0.55033557
Campbell River,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,580,0.368253968
Campbell River,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,360,0.227848101
Campbell River,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,220,0.162361624
Campbell River,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,145,0.106617647
Campbell River,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,50,0.043859649
Campbell River,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25,0.024271845
Campbell River,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,25,0.031055901
Campbell River,"$100,000 and over",Spending 30% or more of income on shelter costs,50,0.011013216
Powell River,"Under $10,000",Spending 30% or more of income on shelter costs,180,0.947368421
Powell River,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,535,0.758865248
Powell River,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,395,0.448863636
Powell River,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,205,0.235632184
Powell River,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,135,0.173076923
Powell River,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,65,0.09352518
Powell River,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,45,0.076271186
Powell River,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,25,0.046728972
Powell River,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,0,0
Powell River,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.025641026
Powell River,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.015151515
Williams Lake,"Under $10,000",Spending 30% or more of income on shelter costs,160,0.744186047
Williams Lake,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,315,0.7
Williams Lake,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,345,0.475862069
Williams Lake,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,130,0.218487395
Williams Lake,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,85,0.149122807
Williams Lake,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,30,0.05
Williams Lake,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,20,0.038095238
Williams Lake,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,0,0
Williams Lake,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.02020202
Williams Lake,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Williams Lake,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.004098361
Quesnel,"Under $10,000",Spending 30% or more of income on shelter costs,140,0.651162791
Quesnel,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,545,0.622857143
Quesnel,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,390,0.361111111
Quesnel,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,170,0.183783784
Quesnel,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,60,0.070588235
Quesnel,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,40,0.054421769
Quesnel,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,35,0.051094891
Quesnel,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,0,0
Quesnel,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.019047619
Quesnel,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Quesnel,"$100,000 and over",Spending 30% or more of income on shelter costs,15,0.005076142
Prince Rupert,"Under $10,000",Spending 30% or more of income on shelter costs,110,0.916666667
Prince Rupert,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,265,0.757142857
Prince Rupert,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,255,0.593023256
Prince Rupert,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,130,0.325
Prince Rupert,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,90,0.225
Prince Rupert,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,55,0.1375
Prince Rupert,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,55,0.152777778
Prince Rupert,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,10,0.04
Prince Rupert,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,0,0
Prince Rupert,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Prince Rupert,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.014204545
Terrace,"Under $10,000",Spending 30% or more of income on shelter costs,80,0.888888889
Terrace,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,280,0.717948718
Terrace,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,270,0.54
Terrace,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,200,0.338983051
Terrace,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,100,0.196078431
Terrace,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,50,0.107526882
Terrace,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,40,0.090909091
Terrace,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,20,0.047619048
Terrace,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.021505376
Terrace,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.028985507
Terrace,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.004672897
Prince George,"Under $10,000",Spending 30% or more of income on shelter costs,735,0.91875
Prince George,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1660,0.786729858
Prince George,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1465,0.589537223
Prince George,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,990,0.374291115
Prince George,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,610,0.240631164
Prince George,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,375,0.144230769
Prince George,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,220,0.087128713
Prince George,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,135,0.062355658
Prince George,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,90,0.041860465
Prince George,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,25,0.011764706
Prince George,"$100,000 and over",Spending 30% or more of income on shelter costs,105,0.008101852
Dawson Creek,"Under $10,000",Spending 30% or more of income on shelter costs,115,0.884615385
Dawson Creek,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,295,0.830985915
Dawson Creek,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,220,0.637681159
Dawson Creek,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,170,0.472222222
Dawson Creek,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,140,0.394366197
Dawson Creek,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,105,0.323076923
Dawson Creek,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,30,0.084507042
Dawson Creek,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,30,0.092307692
Dawson Creek,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,0,0
Dawson Creek,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Dawson Creek,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.005434783
Fort St. John,"Under $10,000",Spending 30% or more of income on shelter costs,150,0.857142857
Fort St. John,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,250,0.78125
Fort St. John,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,330,0.653465347
Fort St. John,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,275,0.56122449
Fort St. John,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,175,0.339805825
Fort St. John,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,160,0.273504274
Fort St. John,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,85,0.149122807
Fort St. John,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,95,0.159663866
Fort St. John,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,85,0.136
Fort St. John,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,50,0.078125
Fort St. John,"$100,000 and over",Spending 30% or more of income on shelter costs,110,0.018502944
Whitehorse,"Under $10,000",Spending 30% or more of income on shelter costs,165,0.868421053
Whitehorse,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,425,0.732758621
Whitehorse,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,420,0.556291391
Whitehorse,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,335,0.515384615
Whitehorse,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,215,0.309352518
Whitehorse,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,210,0.323076923
Whitehorse,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,165,0.22147651
Whitehorse,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,95,0.143939394
Whitehorse,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,75,0.104166667
Whitehorse,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,50,0.074626866
Whitehorse,"$100,000 and over",Spending 30% or more of income on shelter costs,85,0.015992474
Yellowknife,"Under $10,000",Spending 30% or more of income on shelter costs,70,0.777777778
Yellowknife,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,80,0.592592593
Yellowknife,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,145,0.617021277
Yellowknife,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,130,0.666666667
Yellowknife,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,120,0.648648649
Yellowknife,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,155,0.645833333
Yellowknife,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,60,0.324324324
Yellowknife,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,55,0.186440678
Yellowknife,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,70,0.25
Yellowknife,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,30,0.089552239
Yellowknife,"$100,000 and over",Spending 30% or more of income on shelter costs,130,0.026262626
